Nome,Categoria,Atualizada,Tamanho,Instalacoes,Versao Atual,Requer Android,Classificacao,Politica de Privacidade
TIMLEG,Trivia,"Eligible if bought after 7/2/2016.
","July 21, 2020",Varies with device,"5,000+",Varies with device,Varies with device,https://policies.google.com/privacy
MAG Interactive,Trivia,"Eligible if bought after 7/2/2016.
","July 13, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,https://policies.google.com/privacy
AppQuiz,Trivia,"July 17, 2020",38M,"1,000,000+",4.2,5.0 and up,R$44.99 per item,https://edujoygames.com/privacy_policy.html
Ally team,Trivia,"March 3, 2020",Varies with device,"10,000+",Varies with device,Varies with device,Ally team,http://www.allyteam.ru/privacy-policy.html
cool cherry trees,Trivia,"June 27, 2014",1.7M,"100,000+",1.99,1.5 and up,cool cherry trees,https://policies.google.com/privacy
Free Bubble Shooter Games,Trivia,"August 10, 2020",26M,"1,000,000+",4.2,4.1 and up,Digital Purchases,http://www.ilyon.net/privacy-policy/
FM by Bubadu,Casual,"June 19, 2020",29M,"10,000,000+",1.39,4.1 and up,Digital Purchases,http://bubadu.com/privacy-policy.shtml
OpenMyGame,Trivia,"July 10, 2020",37M,"5,000,000+",1.7.2,4.4 and up,Digital Purchases,http://openmygame.com/docs/privacypolicy.html
Good Catch,Trivia,"Eligible if bought after 7/2/2016.
","February 4, 2019",33M,"50,000+",3.0,4.1 and up,https://www.goodcatchgames.com/pointless-app-privacy-policy/
Andrey Solovyev,Trivia,"May 5, 2020",14M,"5,000,000+",3.0.1,4.2 and up,R$0.99 - R$5.99 per item,https://asmolgam.com/privacy/
EscapeFunHK,Trivia,"December 25, 2019",Varies with device,"1,000,000+",Varies with device,2.3 and up,R$3.39 - R$49.99 per item,https://policies.google.com/privacy
TIMLEG,Trivia,"July 21, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,TIMLEG,https://www.endquiz.com/Index/privacy-policy-quiz.php
Smart Owl Apps,Trivia,"August 11, 2020",28M,"5,000,000+",2.1.6,4.1 and up,R$4.99 per item,http://www.smartowlapps.com/privacy.html
Be Drill Entertainment,Trivia,"July 12, 2020",21M,"100,000+",0.692,4.4 and up,In-Game Purchases,https://bedrillentertainment.com/privacy-policy
FunArtsStudio,Trivia,"August 5, 2020",58M,"5,000,000+",5.5.6,4.1 and up,Digital Purchases,https://policies.google.com/privacy
Nuomondo,Trivia,"July 26, 2020",25M,"5,000,000+",8.2.1,4.4 and up,R$10.99 per item,https://policies.google.com/privacy
Submarine Apps,Trivia,"August 13, 2020",28M,"10,000,000+",1.5.1.2,4.1 and up,Submarine Apps,http://submarineapps.com/privacy.html
"Teatime Games, Inc.",Trivia,"August 7, 2020",107M,"500,000+",1.1.5,6.0 and up,"Users Interact, Shares Location, In-Game Purchases",https://www.teatime.games/legal/privacy
Lemmings at work,Trivia,"January 20, 2020",31M,"10,000,000+",9.2,4.1 and up,Lemmings at work,http://lemmingsatwork.com/privacy
Super Lucky Games LLC,Trivia,"July 29, 2020",58M,"1,000,000+",1.126,4.1 and up,In-Game Purchases,https://platinumplayerllc.com/privacy-policy
etermax,Trivia,"August 13, 2020",107M,"100,000,000+",3.80.1,5.0 and up,"Users Interact, Digital Purchases",http://www.triviacrack.com/privacy
gedev,Trivia,"July 22, 2020",19M,"1,000,000+",1.8.40,4.4 and up,R$0.99 - R$59.99 per item,http://gedevapps.com/privacy-policy
MAG Interactive,Trivia,"June 22, 2020",86M,"1,000,000+",1.7.14,4.1 and up,"Users Interact, In-Game Purchases",https://www.maginteractive.com/mag-policy-and-service/privacy-policy/
Scimob,Trivia,"June 16, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Digital Purchases,https://policies.google.com/privacy
Unico Studio,Trivia,"August 12, 2020",70M,"10,000,000+",0.99,4.1 and up,In-Game Purchases,https://unicostudio.co/privacy.html
Sony Pictures Television,Trivia,"July 29, 2020",80M,"10,000,000+",34.0.1,4.4 and up,Digital Purchases,http://www.sonypictures.com/corp/privacy.html
MAG Interactive,Trivia,"July 13, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,"Users Interact, Digital Purchases",https://policies.google.com/privacy
Unico Studio,Trivia,"July 27, 2020",69M,"50,000,000+",2.665,4.2 and up,In-Game Purchases,https://unicostudio.co/privacy.html
Gameloft SE,Simulation,"July 30, 2020",42M,"50,000,000+",5.2.1f,4.1 and up,In-Game Purchases,http://www.gameloft.com/en/privacy-notice
GoKids!,Educational,"June 30, 2020",56M,"5,000,000+",1.1.17,4.1 and up,In-Game Purchases,http://gokidsmobile.com/privacy-policy/
CLEVERBIT,Educational,"August 13, 2020",Varies with device,"5,000,000+",3.1,4.1 and up,CLEVERBIT,http://cleverbit.net/en/privacy-policy.htm
Coloring Games,Educational,"July 13, 2020",44M,"10,000,000+",14.6.0,4.4 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
BabyBus,Educational,"August 7, 2020",52M,"10,000,000+",8.43.00.10,4.2 and up,R$0.99 per item,http://en.babybus.com/index/privacyPolicy.shtml
DogByte Games,Racing,"April 27, 2020",15M,"10,000,000+",1.3.9,4.1 and up,Digital Purchases,http://dogbytegames.com/privacy_policy.html
SEGA,Arcade,"August 12, 2020",25M,"5,000,000+",2.0.3,4.4 and up,In-Game Purchases,http://www.sega.com/mprivacy
Beansprites LLC,Entertainment,"June 30, 2020",53M,"10,000,000+",2.7,4.1 and up,Digital Purchases,http://www.beansprites.com/privacy.html
Toca Boca,Education,"July 6, 2020",33M,"10,000,000+",1.5.0-play,5.0 and up,R$3.50 - R$16.90 per item,https://tocaboca.com/privacy/
Bubadu,Casual,"June 1, 2020",49M,"5,000,000+",1.43,4.1 and up,Digital Purchases,https://bubadu.com/privacy-policy.shtml
Illusion Labs,Sports,"August 13, 2019",126M,"10,000,000+",1.37,4.2 and up,Digital Purchases,https://policies.google.com/privacy
"Photomath, Inc.",Education,"July 8, 2020",Varies with device,"100,000,000+",Varies with device,Varies with device,R$3.29 - R$309.99 per item,https://photomath.net/privacypolicy
LEGO System A/S,Arcade,"May 9, 2019",100M,"10,000,000+",1.4.0,4.1 and up,R$5.99 - R$289.99 per item,http://aboutus.lego.com/legal-notice/privacy-policy
ANTON - Learning - School,Education,"July 14, 2020",Varies with device,"1,000,000+",1.6.2,Varies with device,Users Interact,https://policies.google.com/privacy
Beansprites LLC,Education,"October 8, 2019",41M,"5,000,000+",1.8,4.1 and up,In-Game Purchases,http://www.beansprites.com/privacy.html
Beansprites LLC,Education,"July 19, 2020",53M,"5,000,000+",1.2,4.1 and up,In-Game Purchases,http://www.beansprites.com/privacy.html
mnoGoApps | Quiz & Trivia Games,Trivia,"August 11, 2020",44M,"10,000,000+",1.5.003,4.3 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
BabyBus,Educational,"June 24, 2020",55M,"10,000,000+",8.45.00.00,4.2 and up,R$0.99 per item,http://en.babybus.com/index/privacyPolicy.shtml
BabyBus,Educational,"August 6, 2020",134M,"10,000,000+",8.43.00.10,4.2 and up,R$0.99 per item,http://en.babybus.com/index/privacyPolicy.shtml
ruangguru.com,Education,"August 11, 2020",Varies with device,"10,000,000+",Varies with device,4.1 and up,"Users Interact, Shares Location, Digital Purchases",https://ruangguru.com/other/privacy-policy/policy
BabyBus,Educational,"August 3, 2020",68M,"10,000,000+",8.43.00.10,4.2 and up,R$0.99 per item,http://en.babybus.com/index/privacyPolicy.shtml
App Family Kids - Games for boys and girls,Casual,"July 20, 2020",17M,"10,000,000+",25.1,4.0.3 and up,Digital Purchases,https://policies.google.com/privacy
Lingokids - English Learning For Kids,Education,"August 10, 2020",99M,"10,000,000+",7.31.0,5.0 and up,Users Interact,https://www.lingokids.com/privacy.html
Beansprites LLC,Education,"July 1, 2020",53M,"1,000,000+",1.1,4.1 and up,In-Game Purchases,http://www.beansprites.com/privacy.html
Budge Studios,Casual,"July 10, 2020",37M,"10,000,000+",1.12,4.1 and up,Digital Purchases,https://budgestudios.com/legal/privacy-policy/
BabyBus,Educational,"August 6, 2020",54M,"10,000,000+",8.43.00.10,4.2 and up,BabyBus,http://en.babybus.com/index/privacyPolicy.shtml
Gameloft SE,Casual,"July 1, 2020",86M,"100,000,000+",7.3.0i,4.1 and up,In-Game Purchases,http://www.gameloft.com/privacy-notice/
ihgyug,Arcade,"July 24, 2020",37M,"100,000+",1.0.41,4.4 and up,In-Game Purchases,https://luciano-bercini.github.io/Arcadium_privacy_policy/
Area730 Entertainment,Simulation,"June 23, 2020",62M,"5,000,000+",6.4,4.2 and up,In-Game Purchases,http://area730-labs.com/policy/privacypolicy.htm
Cartoon Network EMEA,Sports,"August 13, 2020",Varies with device,"10,000,000+",3.12.9,Varies with device,Cartoon Network EMEA,https://policies.google.com/privacy
Frojo Apps,Casual,"March 1, 2020",47M,"10,000,000+",2.02,4.0 and up,Frojo Apps,http://www.frojoapps.com/privacy-policy
Frojo Apps,Casual,"May 13, 2020",40M,"10,000,000+",1.313,4.1 and up,Frojo Apps,https://www.frojoapps.com/privacy-policy
TOONSLAB,Arcade,"July 15, 2019",Varies with device,"500,000+",Varies with device,Varies with device,Users Interact,http://graalonline.com/policies/privacypolicy_en.php
Kaufcom Games Apps Widgets,Entertainment,"January 28, 2020",89M,"1,000,000+",14,4.1 and up,R$0.99 per item,http://www.kauf.com/cgi-bin/privacy_policy_mixed.pl
Hutch Games,Racing,"July 30, 2020",121M,"50,000,000+",9.0.12022,4.4 and up,Digital Purchases,http://www.hutchgames.com/privacy
Process Games,Auto & Vehicles,"March 3, 2020",91M,"5,000,000+",3.2,4.1 and up,R$3.59 per item,http://www.processgames.org/privacypolicy/
JindoBlu,Puzzle,"August 1, 2020",37M,"10,000,000+",4.21,4.4 and up,R$4.29 - R$42.99 per item,https://www.jindoblu.com/privacy-policy/
MATH GAMES,Puzzle,"August 3, 2020",39M,"1,000,000+",1.9.2,4.4 and up,In-Game Purchases,http://www.toonmathgames.com/privacy-policy.html
Senior Games,Puzzle,"June 16, 2020",31M,"10,000,000+",3.1.2,4.4 and up,R$3.99 - R$35.99 per item,https://policies.google.com/privacy
EfigeniaStudios,Word,"April 26, 2020",21M,"500,000+",2.3,4.1 and up,EfigeniaStudios,https://sites.google.com/site/myprivacypolicyformyapps/
MadOverGames : Bubble Shooter Free Pop Games,Puzzle,"June 26, 2020",64M,"1,000,000+",2.5,4.4 and up,Digital Purchases,https://policies.google.com/privacy
Dreamy Dingo,Casual,"September 13, 2019",7.5M,"1,000,000+",1.1.4-b53,4.4 and up,In-Game Purchases,https://dreamydingo.com/privacy
(Andrei & Aleksandr Krupiankou),Educational,"July 14, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Digital Purchases,https://policies.google.com/privacy
MadOverGames : Bubble Shooter Free Pop Games,Puzzle,"August 10, 2020",57M,"500,000+",3.1,4.4 and up,Digital Purchases,https://policies.google.com/privacy
Senior Games,Puzzle,"July 30, 2020",23M,"1,000,000+",1.3.6,4.4 and up,R$10.99 per item,https://policies.google.com/privacy
"Sparkling Society - Build a Town, City, Village",Simulation,"July 11, 2019",59M,"1,000,000+",2.3.1,4.1 and up,R$4.29 - R$394.99 per item,https://www.sparklingsociety.net/privacy-policy/
Dot to Dot s.r.o.,Puzzle,"June 9, 2020",79M,"5,000,000+",2.8.1,4.4 and up,In-Game Purchases,https://www.dottodot.com/privacy
Sparkling Society - Farm Games & Paradise Tycoon,Casual,"July 2, 2020",44M,"1,000,000+",1.10.2,4.1 and up,Digital Purchases,https://www.sparklingsociety.net/privacy-policy/
FunKidStudio,Art & Design,"July 20, 2020",32M,"1,000,000+",4.0,4.1 and up,R$16.99 per item,https://funkidstudio.com/privacy-policy/
Cartoon Network EMEA,Racing,"July 9, 2020",Varies with device,"50,000,000+",Varies with device,4.4 and up,Cartoon Network EMEA,https://www.boomerangtv.co.uk/privacy
Piu Piu Apps,Photography,"July 29, 2020",21M,"1,000,000+",1.0.3.0,4.1 and up,Piu Piu Apps,http://piupiuapps.com/privacy-policy.html
Alpha Best Apps 2018,Education,"August 7, 2020",10M,"1,000,000+",1.1.4,4.4 and up,Alpha Best Apps 2018,https://alphabestapps2018.weebly.com/privacy-policy.html
Coloring Games,Educational,"August 3, 2020",45M,"10,000,000+",14.4.2,4.4 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
Alexey Grigorkin,Entertainment,"July 9, 2020",6.4M,"10,000,000+",0.3.7,4.4 and up,Digital Purchases,http://grigorkin.com/pub/privacy.html
Piu Piu Apps,Entertainment,"July 23, 2020",19M,"5,000,000+",1.1.9.0,4.1 and up,R$7.99 per item,http://piupiuapps.com/privacy-policy-children.html
Wow Kids,Educational,"July 10, 2020",55M,"10,000,000+",2.4.0.5,4.1 and up,In-App Purchases,http://wowkids.io/privacy-policy
Edudev Team,Educational,"February 10, 2020",24M,"500,000+",1.0.31,4.1 and up,Edudev Team,http://edudevteam.blogspot.co.id/2017/09/privacy-policy.html
EduNet Indonesia,Educational,"August 14, 2020",25M,"1,000,000+",1.5.8,4.1 and up,EduNet Indonesia,https://edunetindonesia.blogspot.com/2017/08/edunet-indonesia-privacy-policies.html
Bini Bambini,Educational,"July 31, 2020",53M,"1,000,000+",3.2.9.1,4.1 and up,In-App Purchases,http://binibambini.com/privacy-policy/
Pazu Games,Educational,"August 6, 2020",40M,"5,000,000+",1.13,4.2 and up,In-Game Purchases,http://pazugames.com/privacy-policy
Funlab Software Ltd.,Puzzle,"July 13, 2020",37M,"1,000,000+",1.3.2,4.4 and up,R$6.99 per item,http://funlabmobile.com/privacy_kids.html
Apps Bergman,Educational,"July 30, 2020",47M,"1,000,000+",3.3.45,4.1 and up,R$15.99 per item,http://appsbergman.com/privacy_policy.html
Annisa Cipta Informatika,Education,"July 1, 2020",5.0M,"1,000,000+",3.33e,2.3 and up,Annisa Cipta Informatika,http://annisasoftware.blogspot.co.id/2017/04/privacy-policy.html
GunjanApps Studios,Educational,"August 14, 2020",7.2M,"10,000,000+",8.4,4.1 and up,Digital Purchases,http://gunjanappstudios.com/privacy-policy/
Pavel Olegovich,Puzzle,"July 30, 2020",6.4M,"1,000,000+",1.60-free,4.1 and up,Pavel Olegovich,https://policies.google.com/privacy
AppQuiz,Puzzle,"July 30, 2020",9.3M,"50,000,000+",9.9,4.0.3 and up,R$25.99 per item,http://edujoy.es/privacy_policy.html
GunjanApps Studios,Educational,"June 24, 2020",30M,"1,000,000+",4.6,4.2 and up,R$8.49 - R$81.99 per item,http://gunjanappstudios.com/privacy-policy/
GunjanApps Studios,Educational,"May 9, 2020",12M,"5,000,000+",18.9,4.2 and up,Digital Purchases,http://gunjanappstudios.com/privacy-policy/
Gkgrips,Education,"February 8, 2020",14M,"100,000+",8.0,4.1 and up,R$11.99 per item,https://meternews.com/privacy-policy/
GinnyPix,Photography,"March 11, 2020",40M,"10,000,000+",2.21.26,4.4 and up,Digital Purchases,http://www.ginnypix.com/privacy.html
Google LLC,News & Magazines,"August 7, 2020",Varies with device,"1,000,000,000+",Varies with device,4.4 and up,In-App Purchases,http://www.google.com/policies/privacy
malang,Maps & Navigation,"July 9, 2020",12M,"1,000,000+",6.6.8,4.1 and up,In-App Purchases,https://policies.google.com/privacy
Andreas Schildbach,Maps & Navigation,"July 29, 2020",1.8M,"5,000,000+",Varies with device,Varies with device,Andreas Schildbach,https://oeffi.schildbach.de/privacy_policy_de.txt
® INDRIVERRU LTD,Maps & Navigation,"August 11, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,"Shares Info, Shares Location, Digital Purchases",https://indriver.com/en/privacyPolicy/
KBK INFOSOFT,Maps & Navigation,"June 23, 2020",7.7M,"1,000,000+",13.0,4.1 and up,KBK INFOSOFT,https://policies.google.com/privacy
Bikemap GmbH,Maps & Navigation,"July 21, 2020",Varies with device,"1,000,000+",11.12.0,Varies with device,"Users Interact, Shares Location",https://www.bikemap.net/en/dataprivacy/
EasyPark AS,Maps & Navigation,"August 6, 2020",72M,"5,000,000+",15.10,5.0 and up,EasyPark AS,https://legals.easyparksystem.net/SE/privacy/en/privacy_se_en.pdf
KTW Apps,Maps & Navigation,"May 16, 2020",3.3M,"1,000,000+",6.6.1,4.4 and up,In-App Purchases,https://ktwapps-ad94a.firebaseapp.com/privacy_policy.html
Hottest theme keyboard for Andriod Apps,Personalization,"April 21, 2020",3.5M,"1,000,000+",1.0,4.1 and up,Hottest theme keyboard for Andriod Apps,http://www.livemoji.net/privacy_en_emoji_sticker_keyboard_theme.html
CittaMobi,Maps & Navigation,"August 4, 2020",14M,"5,000,000+",6.21.4,4.1 and up,In-App Purchases,https://policies.google.com/privacy
TeslaCoil Software,Personalization,"May 19, 2020",Varies with device,"50,000,000+",Varies with device,Varies with device,Digital Purchases,http://novalauncher.com/privacy/
TomTom International BV,Maps & Navigation,"August 14, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,Digital Purchases,http://www.tomtom.com/nl_nl/legal/privacy/
"Seznam.cz, a.s.",Maps & Navigation,"July 15, 2020",55M,"1,000,000+",7.2.0,5.0 and up,"Seznam.cz, a.s.",https://policies.google.com/privacy
Careem,Maps & Navigation,"August 9, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Careem,https://www.careem.com/privacy/
FOLK App,Events,"August 7, 2020",52M,"10,000+",3.3,5.0 and up,Users Interact,https://policies.google.com/privacy
Blinks Labs GmbH,Education,"August 5, 2020",19M,"1,000,000+",8.6.2,5.0 and up,"Users Interact, Shares Info, Digital Purchases",https://www.blinkist.com/en/privacy/#privacy
Vital Source Technologies,Education,"August 13, 2020",97M,"1,000,000+",9.2.3,5.0 and up,Users Interact,https://policies.google.com/privacy
Viva Decora,House & Home,"June 18, 2020",11M,"500,000+",2.8.4,5.0 and up,Users Interact,https://policies.google.com/privacy
J D Wetherspoon plc,Food & Drink,"March 12, 2020",18M,"1,000,000+",2.5.18 (f9c3547),6.0 and up,J D Wetherspoon plc,https://d1i2hi5dlrpq5n.cloudfront.net/~/media/files/pdf-documents/order-and-pay-app/060317-jdw-mobile-app--privacy-policy.pdf?la=en&vs=1&d=20170306T145220Z
TechniMan,Food & Drink,"July 2, 2020",28M,"1,000,000+",3.8.1,4.1 and up,TechniMan,https://sites.google.com/view/techniman/privacy-policy
apps joudia,Food & Drink,"June 7, 2020",16M,"500,000+",20.19,4.0.3 and up,apps joudia,https://policies.google.com/privacy
(주)컬리,Food & Drink,"August 7, 2020",7.9M,"1,000,000+",2.21.2,5.1 and up,(주)컬리,https://policies.google.com/privacy
Пятёрочка,Food & Drink,"July 21, 2020",7.2M,"500,000+",1.3.8,5.0 and up,Shares Location,https://policies.google.com/privacy
EDUMOBI,Education,"August 5, 2020",59M,"500,000+",3.1.1,5.0 and up,EDUMOBI,https://policies.google.com/privacy
HelloFresh SE,Food & Drink,"July 20, 2020",23M,"1,000,000+",20.29,5.0 and up,HelloFresh SE,https://www.hellofresh.com/privacy/
Smartpcx,Education,"October 18, 2018",Varies with device,"5,000,000+",Varies with device,Varies with device,Smartpcx,https://policies.google.com/privacy
Ciara Attwell,Food & Drink,"Eligible if bought after 7/2/2016.
","January 22, 2020",86M,"1,000+",1.27,6.0 and up,https://policies.google.com/privacy
Cooking For Children Ltd.,Food & Drink,"Eligible if bought after 7/2/2016.
","June 15, 2020",31M,"5,000+",2.7,5.0 and up,https://www.annabelkarmel.com/privacy-policy/
dtylam,Food & Drink,"Eligible if bought after 7/2/2016.
","January 15, 2020",885k,"5,000+",1.0.3,7.0 and up,https://policies.google.com/privacy
Jakob Ambeck Vase,Food & Drink,"Eligible if bought after 7/2/2016.
","November 7, 2019",4.3M,"1,000+",1.4.4,5.0 and up,https://policies.google.com/privacy
